bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats
TNSTC 8870,AC Seater,Theni,Coimbatore,10:19 AM,05:21 PM,240,31
TNSTC 9345,AC Sleeper,Thanjavur,Ranipet,01:40 PM,09:26 PM,220,25
TNSTC 4765,Sleeper,Theni,Tenkasi,02:00 AM,11:23 AM,220,14
TNSTC 4885,Government,Tiruvarur,Tiruvannamalai,12:58 PM,09:01 PM,370,21
TNSTC 7290,Government,Nagapattinam,Ranipet,01:37 AM,09:12 AM,500,36
TNSTC 4998,Ultra Deluxe,Ranipet,Dindigul,04:12 PM,12:33 AM,630,27
TNSTC 6096,AC Sleeper,Kanchipuram,Thanjavur,12:13 AM,07:17 AM,520,37
TNSTC 7899,Deluxe,Ambur,Tiruvannamalai,03:14 AM,07:12 AM,320,37
TNSTC 9698,Deluxe,Chennai,Tenkasi,10:17 PM,02:04 AM,520,33
TNSTC 2539,Ultra Deluxe,Krishnagiri,Kanchipuram,12:23 AM,04:25 AM,530,12
TNSTC 8014,AC Sleeper,Tirupathur,Theni,08:36 AM,01:21 PM,280,12
TNSTC 6971,AC Sleeper,Salem,Ariyalur,12:38 PM,07:04 PM,570,20
TNSTC 3737,AC Seater,Nilgiris,Kanyakumari,08:05 AM,10:23 AM,380,38
TNSTC 4276,Express,Dindigul,Pudukkottai,09:34 PM,04:22 AM,270,5
TNSTC 2231,Express,Tirunelveli,Villupuram,06:16 AM,02:29 PM,610,24
TNSTC 7843,Express,Chengalpattu,Salem,09:13 PM,04:52 AM,500,19
TNSTC 4000,Ultra Deluxe,Villupuram,Thoothukudi,10:46 PM,06:03 AM,370,1
TNSTC 4700,Ultra Deluxe,Dindigul,Erode,07:03 AM,10:54 AM,330,29
TNSTC 7203,Deluxe,Chennai,Cuddalore,08:34 AM,01:00 PM,550,3
TNSTC 8894,Government,Erode,Ranipet,10:29 PM,05:53 AM,260,13
TNSTC 4281,AC Sleeper,Chennai,Karur,05:24 AM,03:10 PM,640,16
TNSTC 3905,AC Seater,Virudhunagar,Namakkal,04:38 AM,11:20 AM,520,32
TNSTC 3586,Government,Krishnagiri,Mayiladuthurai,05:53 AM,12:02 PM,210,22
TNSTC 8955,Deluxe,Madurai,Tiruvarur,10:13 PM,03:54 AM,390,2
TNSTC 9079,AC Seater,Tiruvarur,Erode,05:30 AM,11:03 AM,320,36
TNSTC 5249,Ultra Deluxe,Dindigul,Krishnagiri,03:20 PM,05:44 PM,590,11
TNSTC 7135,Deluxe,Krishnagiri,Chengalpattu,11:49 AM,01:51 PM,210,12
TNSTC 2728,Government,Karur,Nagapattinam,08:12 PM,10:16 PM,310,9
TNSTC 5712,Ultra Deluxe,Pudukkottai,Tenkasi,09:30 AM,04:02 PM,260,2
TNSTC 4601,Express,Ranipet,Theni,03:15 AM,05:19 AM,450,23
TNSTC 6140,Express,Vellore,Namakkal,03:32 PM,11:12 PM,410,22
TNSTC 4602,Express,Ariyalur,Thanjavur,09:01 AM,06:09 PM,420,9
TNSTC 7460,Deluxe,Tiruvallur,Kanchipuram,07:02 PM,01:50 AM,210,5
TNSTC 8335,Deluxe,Tiruvarur,Dindigul,03:17 AM,07:44 AM,340,19
TNSTC 1974,Express,Mayiladuthurai,Dharmapuri,02:07 PM,10:09 PM,260,2
TNSTC 2688,AC Seater,Nagapattinam,Thoothukudi,01:30 PM,07:32 PM,170,40
TNSTC 9534,Government,Pudukkottai,Chengalpattu,08:44 AM,11:37 AM,150,5
TNSTC 7022,Express,Vellore,Dindigul,11:04 PM,07:01 AM,480,24
TNSTC 5760,Express,Tiruvallur,Pudukkottai,09:55 PM,07:04 AM,610,32
TNSTC 1155,Government,Trichy,Tenkasi,06:17 AM,04:02 PM,490,1
TNSTC 5159,AC Sleeper,Perambalur,Nilgiris,03:15 PM,09:00 PM,320,6
TNSTC 3790,AC Seater,Ranipet,Krishnagiri,01:46 AM,04:09 AM,510,32
TNSTC 8062,Ultra Deluxe,Ranipet,Chennai,10:13 PM,07:32 AM,470,6
TNSTC 7997,AC Seater,Tirupathur,Nagapattinam,01:17 PM,08:27 PM,340,30
TNSTC 4887,AC Seater,Ranipet,Tirupur,12:17 PM,04:38 PM,180,1
TNSTC 5337,Government,Ramanathapuram,Dharmapuri,10:51 PM,08:25 AM,530,1
TNSTC 6567,AC Sleeper,Trichy,Vellore,07:42 AM,01:36 PM,150,37
TNSTC 5401,AC Sleeper,Chengalpattu,Chennai,08:20 PM,10:29 PM,560,32
TNSTC 8881,AC Sleeper,Pudukkottai,Ariyalur,02:27 PM,05:41 PM,470,38
TNSTC 6264,Sleeper,Tirupur,Dharmapuri,08:50 PM,04:03 AM,340,21
TNSTC 2960,Sleeper,Trichy,Tenkasi,11:03 PM,07:59 AM,470,10
TNSTC 8813,Express,Kanchipuram,Tenkasi,11:32 PM,06:11 AM,300,25
TNSTC 4032,Ultra Deluxe,Sivaganga,Ramanathapuram,07:33 AM,03:40 PM,460,40
TNSTC 1240,Express,Mayiladuthurai,Krishnagiri,10:05 AM,04:45 PM,580,16
TNSTC 6233,Deluxe,Karur,Villupuram,11:08 PM,06:05 AM,190,25
TNSTC 2699,Government,Trichy,Pudukkottai,04:19 PM,08:58 PM,370,35
TNSTC 4304,Ultra Deluxe,Pudukkottai,Perambalur,09:48 PM,06:28 AM,400,12
TNSTC 8971,Sleeper,Ambur,Ramanathapuram,09:01 PM,06:33 AM,540,9
TNSTC 2191,AC Seater,Ariyalur,Tirupur,11:38 PM,07:43 AM,400,39
TNSTC 3928,Government,Tenkasi,Virudhunagar,01:18 AM,04:24 AM,380,18
TNSTC 6966,Government,Namakkal,Ranipet,10:08 PM,06:06 AM,590,1
TNSTC 6807,Sleeper,Pudukkottai,Theni,03:08 AM,01:07 PM,270,38
TNSTC 6730,Ultra Deluxe,Madurai,Dindigul,06:30 AM,02:11 PM,310,23
TNSTC 5436,Government,Thanjavur,Ariyalur,06:35 PM,04:15 AM,450,32
TNSTC 7026,Sleeper,Namakkal,Chengalpattu,07:59 PM,02:41 AM,410,9
TNSTC 2824,Government,Salem,Tirupur,03:25 AM,12:50 PM,220,34
TNSTC 9355,Express,Coimbatore,Villupuram,03:01 PM,06:15 PM,630,13
TNSTC 6386,Ultra Deluxe,Pudukkottai,Tiruvannamalai,01:05 AM,08:43 AM,200,27
TNSTC 6646,Deluxe,Kallakurichi,Trichy,07:53 AM,04:16 PM,490,17
TNSTC 8753,Government,Ranipet,Tiruvarur,06:30 PM,09:42 PM,210,23
TNSTC 2865,AC Seater,Kanyakumari,Nilgiris,07:54 AM,01:52 PM,180,8
TNSTC 5662,Express,Tiruvannamalai,Trichy,09:58 AM,05:10 PM,590,24
TNSTC 7778,Government,Trichy,Sivaganga,08:00 AM,12:42 PM,220,5
TNSTC 3554,Ultra Deluxe,Kanchipuram,Ranipet,02:07 PM,06:07 PM,430,28
TNSTC 5620,Government,Erode,Ambur,04:06 PM,09:29 PM,210,40
TNSTC 1843,AC Seater,Ramanathapuram,Karur,02:38 AM,08:57 AM,640,4
TNSTC 6287,Deluxe,Nagapattinam,Namakkal,06:23 PM,01:24 AM,580,22
TNSTC 6658,Ultra Deluxe,Namakkal,Coimbatore,04:53 PM,11:51 PM,370,5
TNSTC 7495,Government,Kanchipuram,Tiruvarur,10:05 AM,06:32 PM,490,7
TNSTC 8934,Express,Tiruvallur,Villupuram,07:54 PM,11:11 PM,510,18
TNSTC 3108,Deluxe,Krishnagiri,Tirupathur,10:37 PM,07:53 AM,630,1
TNSTC 8288,Deluxe,Chennai,Tiruvallur,11:20 AM,05:56 PM,360,21
TNSTC 2934,Government,Trichy,Nagapattinam,11:14 AM,05:38 PM,230,23
TNSTC 7171,Ultra Deluxe,Villupuram,Virudhunagar,05:51 PM,02:39 AM,240,24
TNSTC 2749,AC Seater,Tiruvarur,Madurai,02:27 PM,07:52 PM,280,39
TNSTC 9066,AC Seater,Thoothukudi,Ramanathapuram,07:51 PM,12:39 AM,230,37
TNSTC 6779,Ultra Deluxe,Thoothukudi,Tenkasi,11:05 AM,02:44 PM,300,39
TNSTC 7409,AC Sleeper,Nagapattinam,Mayiladuthurai,12:00 PM,08:41 PM,550,24
TNSTC 4667,Government,Salem,Ambur,03:52 AM,06:50 AM,360,22
TNSTC 3374,AC Sleeper,Nilgiris,Chengalpattu,07:04 PM,01:24 AM,390,38
TNSTC 8049,Deluxe,Villupuram,Ambur,09:42 PM,12:28 AM,630,37
TNSTC 3256,AC Sleeper,Ariyalur,Pudukkottai,05:53 PM,08:30 PM,310,14
TNSTC 1500,Express,Krishnagiri,Virudhunagar,04:57 PM,07:52 PM,490,12
TNSTC 1032,AC Seater,Ariyalur,Kanchipuram,08:15 PM,11:09 PM,160,39
TNSTC 5868,Sleeper,Thoothukudi,Pudukkottai,11:52 PM,07:50 AM,310,12
TNSTC 6695,AC Seater,Tiruvallur,Ramanathapuram,05:34 AM,08:52 AM,370,24
TNSTC 9176,Express,Ramanathapuram,Dharmapuri,02:59 AM,10:42 AM,380,10
TNSTC 2644,Sleeper,Villupuram,Kanyakumari,02:11 AM,08:59 AM,500,31
TNSTC 5258,Express,Kallakurichi,Ariyalur,01:17 PM,09:43 PM,170,6
TNSTC 5249,Express,Tirunelveli,Nagapattinam,08:07 PM,12:02 AM,350,2
TNSTC 4404,Deluxe,Tiruvarur,Villupuram,04:21 AM,07:53 AM,160,3
TNSTC 7414,Sleeper,Sivaganga,Chengalpattu,06:18 AM,11:57 AM,260,16
TNSTC 9536,Express,Cuddalore,Salem,06:02 PM,01:52 AM,310,14
TNSTC 3655,Deluxe,Trichy,Vellore,07:20 PM,09:26 PM,460,39
TNSTC 7254,AC Seater,Sivaganga,Ambur,07:34 AM,04:11 PM,630,30
TNSTC 2272,Government,Pudukkottai,Ramanathapuram,05:50 PM,10:31 PM,620,2
TNSTC 3731,Sleeper,Tirupathur,Kanchipuram,04:03 PM,07:32 PM,390,10
TNSTC 3440,AC Seater,Cuddalore,Tirupathur,09:46 AM,04:39 PM,310,32
TNSTC 9387,Sleeper,Villupuram,Krishnagiri,06:59 PM,02:33 AM,560,1
TNSTC 9610,AC Seater,Kanyakumari,Dharmapuri,10:08 PM,06:02 AM,440,6
TNSTC 5582,AC Sleeper,Ariyalur,Karur,09:24 AM,05:41 PM,430,34
TNSTC 7421,Express,Kanyakumari,Coimbatore,01:36 PM,03:52 PM,230,33
TNSTC 9136,Sleeper,Mayiladuthurai,Theni,02:01 AM,06:33 AM,490,18
TNSTC 2319,AC Seater,Tiruvannamalai,Tirupur,05:18 AM,12:05 PM,320,40
TNSTC 5044,AC Seater,Tiruvallur,Ramanathapuram,10:05 PM,03:21 AM,440,18
TNSTC 5782,Deluxe,Thoothukudi,Nagapattinam,02:50 PM,11:22 PM,420,37
TNSTC 8259,Express,Mayiladuthurai,Perambalur,11:57 AM,05:50 PM,480,24
TNSTC 6063,AC Seater,Erode,Tiruvarur,11:57 AM,03:54 PM,200,14
TNSTC 2533,Express,Ariyalur,Tiruvarur,11:04 AM,01:42 PM,190,12
TNSTC 5243,AC Sleeper,Erode,Tenkasi,08:31 AM,02:00 PM,580,33
TNSTC 5309,Express,Mayiladuthurai,Sivaganga,12:35 PM,06:57 PM,390,40
TNSTC 6577,AC Seater,Tirupur,Dindigul,10:18 PM,01:01 AM,240,29
TNSTC 2251,Ultra Deluxe,Salem,Tirupur,05:32 AM,01:22 PM,590,19
TNSTC 2894,Government,Kanyakumari,Kanchipuram,10:50 AM,03:53 PM,530,21
TNSTC 9546,Deluxe,Tirunelveli,Theni,05:55 AM,02:33 PM,210,9
TNSTC 6396,Express,Dharmapuri,Ambur,07:35 PM,02:37 AM,360,10
TNSTC 6970,Deluxe,Chennai,Kanyakumari,03:20 AM,07:46 AM,240,6
TNSTC 1909,AC Seater,Ranipet,Ambur,07:55 PM,04:11 AM,260,10
TNSTC 5072,Ultra Deluxe,Cuddalore,Ambur,06:15 AM,03:26 PM,570,33
TNSTC 9737,AC Seater,Tirupur,Ariyalur,09:05 PM,05:32 AM,420,23
TNSTC 8902,Deluxe,Trichy,Dharmapuri,07:54 PM,04:41 AM,500,23
TNSTC 7160,Ultra Deluxe,Kallakurichi,Cuddalore,07:54 PM,10:15 PM,600,27
TNSTC 3537,AC Sleeper,Thanjavur,Vellore,12:38 PM,06:32 PM,510,6
TNSTC 3033,Sleeper,Ramanathapuram,Cuddalore,12:24 PM,06:36 PM,470,37
TNSTC 3756,Sleeper,Chengalpattu,Ambur,09:30 AM,02:23 PM,510,9
TNSTC 2429,Express,Chennai,Ariyalur,03:37 PM,01:02 AM,250,26
TNSTC 7338,Sleeper,Salem,Virudhunagar,11:15 PM,08:14 AM,630,30
TNSTC 6562,Government,Nagapattinam,Tenkasi,04:56 PM,12:22 AM,370,16
TNSTC 2418,Ultra Deluxe,Tiruvallur,Salem,09:35 AM,03:38 PM,370,30
TNSTC 8522,Sleeper,Tirunelveli,Coimbatore,01:14 AM,04:36 AM,510,38
TNSTC 7147,Ultra Deluxe,Chennai,Cuddalore,02:52 AM,09:19 AM,570,1
TNSTC 2877,Sleeper,Perambalur,Sivaganga,08:27 AM,04:32 PM,410,32
TNSTC 7903,Sleeper,Nilgiris,Tirupur,09:36 AM,11:46 AM,360,14
TNSTC 1810,Deluxe,Vellore,Kanchipuram,08:09 PM,05:53 AM,520,29
TNSTC 9963,AC Seater,Kanyakumari,Salem,03:42 AM,01:15 PM,210,5
TNSTC 6940,Express,Dharmapuri,Virudhunagar,04:19 PM,12:02 AM,240,30
TNSTC 9318,Government,Madurai,Nagapattinam,03:50 AM,12:23 PM,470,4
TNSTC 5411,AC Seater,Tiruvallur,Ariyalur,09:18 PM,04:42 AM,310,7
TNSTC 6354,Ultra Deluxe,Trichy,Coimbatore,04:31 AM,01:44 PM,540,16
TNSTC 6537,AC Sleeper,Villupuram,Pudukkottai,06:01 AM,02:35 PM,620,14
TNSTC 6214,Express,Kallakurichi,Tirunelveli,10:00 PM,03:51 AM,610,13
TNSTC 3255,Ultra Deluxe,Krishnagiri,Chennai,11:11 AM,05:10 PM,270,5
TNSTC 2684,Express,Ramanathapuram,Salem,03:44 AM,06:56 AM,510,9
TNSTC 2519,Ultra Deluxe,Thanjavur,Vellore,09:00 PM,01:45 AM,560,11
TNSTC 8723,Deluxe,Pudukkottai,Namakkal,04:25 AM,10:52 AM,460,20
TNSTC 5931,Deluxe,Pudukkottai,Tirunelveli,04:37 PM,11:18 PM,390,13
TNSTC 5271,Government,Tirupur,Dharmapuri,11:17 PM,04:54 AM,600,20
TNSTC 3545,Deluxe,Salem,Nilgiris,07:14 PM,11:22 PM,330,4
TNSTC 4594,Deluxe,Perambalur,Karur,05:05 AM,10:32 AM,380,25
TNSTC 2540,Ultra Deluxe,Krishnagiri,Virudhunagar,03:13 PM,12:30 AM,570,12
TNSTC 3909,AC Sleeper,Coimbatore,Thoothukudi,10:25 AM,06:07 PM,450,27
TNSTC 4266,Government,Tirupur,Villupuram,01:06 PM,06:05 PM,260,9
TNSTC 8071,AC Sleeper,Theni,Tiruvarur,01:51 AM,05:39 AM,250,16
TNSTC 8331,Ultra Deluxe,Chengalpattu,Virudhunagar,07:19 AM,01:32 PM,560,26
TNSTC 3687,Ultra Deluxe,Nilgiris,Ariyalur,12:22 PM,03:33 PM,440,1
TNSTC 3843,Express,Chengalpattu,Thanjavur,05:25 AM,10:22 AM,150,40
TNSTC 8049,Sleeper,Nagapattinam,Pudukkottai,06:13 PM,03:04 AM,380,20
TNSTC 4670,Deluxe,Tirupur,Cuddalore,10:49 AM,02:00 PM,370,28
TNSTC 1480,AC Sleeper,Krishnagiri,Pudukkottai,03:52 PM,09:24 PM,440,6
TNSTC 8448,Express,Tiruvarur,Krishnagiri,09:48 AM,03:01 PM,600,12
TNSTC 6593,Deluxe,Ramanathapuram,Ranipet,01:25 PM,09:27 PM,400,15
TNSTC 3237,Sleeper,Dharmapuri,Nagapattinam,05:57 AM,08:20 AM,350,18
TNSTC 8605,Government,Kallakurichi,Tirupur,12:12 PM,04:17 PM,400,40
TNSTC 3935,Deluxe,Salem,Karur,02:24 AM,08:15 AM,610,37
TNSTC 5141,AC Seater,Trichy,Nagapattinam,01:13 AM,09:16 AM,340,15
TNSTC 3641,Ultra Deluxe,Kanchipuram,Erode,05:46 PM,09:59 PM,510,20
TNSTC 5150,AC Seater,Theni,Thoothukudi,10:17 PM,06:13 AM,600,22
TNSTC 1266,AC Sleeper,Nilgiris,Chengalpattu,04:54 AM,10:14 AM,330,28
TNSTC 6780,Express,Ranipet,Coimbatore,01:07 AM,04:08 AM,170,40
TNSTC 3391,Deluxe,Nagapattinam,Tirunelveli,02:29 PM,07:00 PM,620,25
TNSTC 1262,Express,Tirupathur,Thoothukudi,10:18 AM,04:25 PM,310,32
TNSTC 1826,Ultra Deluxe,Ranipet,Karur,11:09 PM,03:13 AM,440,25
TNSTC 9756,Deluxe,Thoothukudi,Chengalpattu,02:40 AM,10:45 AM,420,19
TNSTC 2024,AC Sleeper,Tiruvarur,Krishnagiri,10:55 AM,05:28 PM,180,25
TNSTC 1045,Ultra Deluxe,Dharmapuri,Kanyakumari,08:21 AM,01:48 PM,360,30
TNSTC 9534,AC Sleeper,Tiruvallur,Krishnagiri,07:42 PM,01:57 AM,370,31
TNSTC 2830,Government,Madurai,Coimbatore,12:23 PM,03:30 PM,170,12
TNSTC 6306,AC Sleeper,Kanchipuram,Ranipet,03:25 PM,10:32 PM,160,28
TNSTC 4486,Government,Madurai,Tirupur,09:59 PM,07:00 AM,250,19
TNSTC 6563,AC Seater,Kallakurichi,Thanjavur,06:03 AM,11:28 AM,470,6
TNSTC 8836,Express,Villupuram,Theni,04:26 PM,06:55 PM,230,5
TNSTC 3957,Sleeper,Coimbatore,Dharmapuri,11:21 PM,02:47 AM,580,40
TNSTC 1623,Ultra Deluxe,Namakkal,Tiruvarur,06:19 PM,10:09 PM,440,37
TNSTC 4583,AC Sleeper,Nagapattinam,Krishnagiri,01:04 AM,10:09 AM,270,10
TNSTC 2296,Deluxe,Theni,Mayiladuthurai,10:47 PM,08:45 AM,350,37
TNSTC 6814,Ultra Deluxe,Tenkasi,Ariyalur,06:40 AM,10:43 AM,620,32
TNSTC 3620,Sleeper,Ambur,Pudukkottai,01:41 AM,07:26 AM,460,15
TNSTC 4715,AC Seater,Theni,Thoothukudi,05:01 AM,12:52 PM,250,23
TNSTC 3476,AC Seater,Perambalur,Nilgiris,07:06 PM,11:42 PM,600,9
TNSTC 6813,AC Sleeper,Thoothukudi,Kanyakumari,05:38 PM,02:38 AM,210,4
TNSTC 4228,AC Seater,Ambur,Karur,10:10 AM,12:12 PM,630,10
TNSTC 7719,AC Seater,Dharmapuri,Ambur,01:57 PM,10:14 PM,380,35
TNSTC 7497,Ultra Deluxe,Trichy,Sivaganga,08:05 AM,10:44 AM,600,24
TNSTC 4503,AC Sleeper,Tirupur,Chengalpattu,12:29 PM,09:33 PM,240,40
TNSTC 2933,AC Seater,Nilgiris,Tiruvannamalai,02:12 AM,10:05 AM,580,31
TNSTC 8704,Government,Namakkal,Nagapattinam,12:13 AM,05:35 AM,190,20
TNSTC 1444,AC Sleeper,Thoothukudi,Ramanathapuram,06:09 PM,10:39 PM,300,35
TNSTC 1193,Express,Vellore,Salem,09:28 AM,06:49 PM,230,40
TNSTC 3730,AC Sleeper,Nilgiris,Mayiladuthurai,08:13 PM,05:21 AM,420,26
TNSTC 5300,Ultra Deluxe,Tiruvannamalai,Nagapattinam,12:23 AM,02:59 AM,200,28
TNSTC 6505,Ultra Deluxe,Tirupur,Sivaganga,12:30 PM,10:28 PM,570,10
TNSTC 3382,AC Sleeper,Namakkal,Karur,08:58 AM,05:07 PM,440,37
TNSTC 1684,Government,Karur,Thoothukudi,10:53 PM,04:04 AM,220,34
TNSTC 3488,Government,Cuddalore,Tirupathur,03:03 AM,08:20 AM,640,35
TNSTC 7185,AC Seater,Chengalpattu,Vellore,02:44 PM,07:02 PM,400,3
TNSTC 3352,Ultra Deluxe,Tirunelveli,Pudukkottai,01:03 AM,07:41 AM,550,25
TNSTC 5206,Express,Erode,Virudhunagar,04:30 PM,06:39 PM,190,32
TNSTC 4845,Express,Tirunelveli,Coimbatore,10:45 AM,04:54 PM,250,40
TNSTC 2232,Government,Thanjavur,Trichy,01:29 AM,03:40 AM,280,17
TNSTC 6186,Government,Tirunelveli,Tiruvarur,11:43 PM,08:00 AM,590,15
TNSTC 1779,Express,Salem,Mayiladuthurai,02:56 AM,05:47 AM,490,26
TNSTC 8601,Ultra Deluxe,Krishnagiri,Karur,05:15 AM,01:41 PM,340,6
TNSTC 7561,AC Sleeper,Tiruvallur,Virudhunagar,10:41 PM,03:23 AM,220,3
TNSTC 3743,AC Seater,Nagapattinam,Kallakurichi,01:46 AM,04:48 AM,310,6
TNSTC 3799,Sleeper,Chennai,Vellore,11:45 AM,07:36 PM,240,25
TNSTC 6020,Ultra Deluxe,Krishnagiri,Namakkal,06:58 PM,04:01 AM,290,13
TNSTC 8987,Deluxe,Tiruvallur,Chengalpattu,09:25 AM,06:36 PM,520,28
TNSTC 6880,Sleeper,Perambalur,Trichy,06:28 PM,01:41 AM,320,14
TNSTC 2962,Government,Tiruvannamalai,Pudukkottai,06:41 PM,11:38 PM,290,8
TNSTC 8318,Deluxe,Tirupathur,Tirunelveli,05:03 PM,10:13 PM,440,7
TNSTC 1944,AC Seater,Sivaganga,Villupuram,05:45 PM,09:39 PM,160,26
TNSTC 6892,AC Sleeper,Ramanathapuram,Ambur,02:51 AM,11:58 AM,640,26
TNSTC 5367,Ultra Deluxe,Theni,Madurai,04:10 PM,01:40 AM,410,29
TNSTC 9175,Deluxe,Tenkasi,Coimbatore,12:31 PM,06:37 PM,320,28
TNSTC 7865,AC Sleeper,Thoothukudi,Salem,12:48 AM,06:50 AM,500,4
TNSTC 7971,AC Seater,Dharmapuri,Virudhunagar,03:34 PM,01:26 AM,260,39
TNSTC 4307,AC Seater,Karur,Madurai,02:04 AM,10:17 AM,450,40
TNSTC 2281,Ultra Deluxe,Ambur,Thanjavur,01:02 PM,08:23 PM,250,24
TNSTC 1798,AC Seater,Tiruvarur,Kanyakumari,10:16 AM,02:29 PM,220,16
TNSTC 6917,Government,Erode,Trichy,08:03 PM,02:16 AM,330,23
TNSTC 3070,Express,Salem,Kanyakumari,09:17 PM,02:11 AM,620,31
TNSTC 8485,Ultra Deluxe,Erode,Nagapattinam,10:29 AM,12:56 PM,400,13
TNSTC 8110,AC Seater,Kanchipuram,Chengalpattu,06:31 PM,01:10 AM,450,40
TNSTC 6564,AC Seater,Virudhunagar,Tiruvannamalai,06:11 PM,03:41 AM,340,39
TNSTC 2341,Sleeper,Dharmapuri,Madurai,12:51 AM,04:57 AM,330,11
TNSTC 4673,Ultra Deluxe,Tirunelveli,Salem,05:34 AM,09:20 AM,620,22
TNSTC 8992,Sleeper,Dharmapuri,Ranipet,09:27 PM,05:41 AM,160,9
TNSTC 9881,AC Seater,Nagapattinam,Salem,04:43 AM,11:26 AM,470,15
TNSTC 2279,Express,Coimbatore,Kallakurichi,03:47 PM,10:45 PM,160,38
TNSTC 5608,Sleeper,Ambur,Coimbatore,03:00 PM,12:45 AM,550,37
TNSTC 9308,Government,Virudhunagar,Mayiladuthurai,12:03 AM,09:51 AM,450,12
TNSTC 2786,Ultra Deluxe,Nilgiris,Krishnagiri,04:51 AM,10:42 AM,150,15
TNSTC 9142,AC Seater,Chennai,Kanchipuram,01:39 AM,09:40 AM,480,3
TNSTC 4646,Express,Theni,Cuddalore,09:17 PM,02:02 AM,200,4
TNSTC 6051,Government,Krishnagiri,Madurai,06:39 AM,02:02 PM,510,31
TNSTC 5682,Ultra Deluxe,Chennai,Salem,02:34 AM,09:55 AM,280,10
TNSTC 5179,Express,Kanyakumari,Ramanathapuram,09:41 PM,01:48 AM,280,39
TNSTC 8428,Deluxe,Chengalpattu,Nagapattinam,11:14 PM,07:31 AM,420,20
TNSTC 8219,Express,Kanchipuram,Chennai,04:04 AM,07:12 AM,550,11
TNSTC 7307,Ultra Deluxe,Erode,Nilgiris,08:43 AM,12:38 PM,170,6
TNSTC 9352,Sleeper,Mayiladuthurai,Dindigul,11:06 PM,07:19 AM,640,17
TNSTC 1542,Government,Trichy,Ariyalur,11:20 AM,03:36 PM,520,34
TNSTC 2693,Express,Nagapattinam,Cuddalore,06:20 PM,01:12 AM,220,37
TNSTC 7276,Sleeper,Kanyakumari,Trichy,12:20 PM,08:26 PM,310,21
TNSTC 2595,Ultra Deluxe,Dindigul,Tirunelveli,04:59 PM,10:53 PM,600,8
TNSTC 6127,AC Seater,Tirupathur,Pudukkottai,08:46 PM,02:59 AM,220,18
TNSTC 7409,Government,Tiruvallur,Namakkal,12:13 PM,02:19 PM,260,26
TNSTC 2034,Express,Thoothukudi,Salem,09:01 AM,01:13 PM,600,1
TNSTC 4991,Sleeper,Tirupathur,Chengalpattu,09:43 PM,03:36 AM,360,33
TNSTC 4885,AC Sleeper,Ambur,Nilgiris,07:27 PM,05:02 AM,240,1
TNSTC 9070,Ultra Deluxe,Karur,Ariyalur,04:19 AM,12:46 PM,590,2
TNSTC 9997,AC Sleeper,Tirunelveli,Salem,07:23 AM,02:06 PM,580,30
TNSTC 5651,AC Sleeper,Tirupathur,Dharmapuri,09:30 PM,07:13 AM,410,25
TNSTC 1795,Deluxe,Vellore,Tirupathur,12:19 PM,07:15 PM,260,5
TNSTC 7523,AC Sleeper,Sivaganga,Tirunelveli,09:08 AM,11:23 AM,320,39
TNSTC 7620,AC Seater,Chennai,Dindigul,02:52 PM,11:13 PM,380,3
TNSTC 1704,Deluxe,Namakkal,Ramanathapuram,08:13 PM,11:38 PM,570,14
TNSTC 7287,Express,Chengalpattu,Thoothukudi,03:34 AM,10:22 AM,470,24
TNSTC 4931,AC Sleeper,Chennai,Perambalur,05:08 PM,07:25 PM,630,6
TNSTC 4902,AC Sleeper,Dharmapuri,Nilgiris,12:46 PM,04:39 PM,490,15
TNSTC 8593,AC Sleeper,Chennai,Thanjavur,01:03 PM,07:30 PM,310,9
TNSTC 6869,Ultra Deluxe,Kanchipuram,Salem,09:45 AM,07:28 PM,180,6
TNSTC 4812,Ultra Deluxe,Tenkasi,Kanyakumari,02:30 PM,12:05 AM,370,37
TNSTC 1984,Express,Thoothukudi,Chengalpattu,07:54 AM,05:12 PM,310,6
TNSTC 3806,AC Sleeper,Chengalpattu,Pudukkottai,05:18 AM,01:03 PM,520,30
TNSTC 2230,Government,Thoothukudi,Vellore,05:09 PM,03:07 AM,220,15
TNSTC 5868,Deluxe,Sivaganga,Mayiladuthurai,02:22 AM,07:32 AM,150,26
TNSTC 7361,AC Seater,Virudhunagar,Karur,05:37 AM,03:21 PM,530,9
TNSTC 1272,Government,Coimbatore,Ambur,10:27 AM,02:16 PM,610,30
TNSTC 4395,Express,Kanyakumari,Mayiladuthurai,02:11 AM,09:58 AM,240,13
TNSTC 7572,AC Seater,Trichy,Kanchipuram,11:34 AM,04:37 PM,290,10
TNSTC 4331,AC Seater,Trichy,Chennai,10:53 AM,03:28 PM,380,40
TNSTC 8028,Sleeper,Sivaganga,Thoothukudi,03:15 PM,06:28 PM,190,9
TNSTC 3018,Government,Tenkasi,Mayiladuthurai,01:10 PM,04:16 PM,420,26
TNSTC 8000,AC Sleeper,Tenkasi,Mayiladuthurai,12:33 AM,09:28 AM,500,23
TNSTC 5040,Government,Cuddalore,Ranipet,11:01 PM,02:13 AM,560,6
TNSTC 5128,Government,Trichy,Tirunelveli,08:35 AM,11:26 AM,550,24
TNSTC 8464,Sleeper,Salem,Nagapattinam,05:56 AM,09:11 AM,490,28
TNSTC 3472,Government,Tiruvannamalai,Chennai,10:16 AM,02:21 PM,290,38
